mbpp_id,pass@1,pass@5,pass@10,difficulty
940,0.3333333333333335,0.9292929292929292,1.0,Medium
690,0.5,0.9924242424242424,1.0,Medium
856,0.0,0.0,0.0,Hard
663,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
668,0.0,0.0,0.0,Hard
922,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
636,0.0,0.0,0.0,Hard
901,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
797,0.3333333333333335,0.9292929292929292,1.0,Medium
810,0.0,0.0,0.0,Hard
906,0.0,0.0,0.0,Hard
853,0.0,0.0,0.0,Hard
630,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
831,0.5833333333333334,0.9987373737373736,1.0,Medium
743,0.0,0.0,0.0,Hard
735,0.0,0.0,0.0,Hard
768,0.3333333333333335,0.9292929292929292,1.0,Medium
685,0.3333333333333335,0.9292929292929292,1.0,Medium
834,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
794,0.4166666666666667,0.9734848484848484,1.0,Medium
695,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
867,0.0,0.0,0.0,Hard
912,0.0,0.0,0.0,Hard
629,0.0,0.0,0.0,Hard
651,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
874,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
872,0.0,0.0,0.0,Hard
708,0.0,0.0,0.0,Hard
805,0.6666666666666666,1.0,1.0,Medium
957,0.0,0.0,0.0,Hard
908,0.0,0.0,0.0,Hard
763,0.0,0.0,0.0,Hard
611,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
689,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
745,0.5,0.9924242424242424,1.0,Medium
717,0.0,0.0,0.0,Hard
790,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
638,0.0,0.0,0.0,Hard
602,0.0,0.0,0.0,Hard
652,0.0,0.0,0.0,Hard
671,0.0,0.0,0.0,Hard
832,0.4166666666666667,0.9734848484848484,1.0,Medium
949,0.0,0.0,0.0,Hard
644,0.4166666666666667,0.9734848484848484,1.0,Medium
934,0.0,0.0,0.0,Hard
819,0.0,0.0,0.0,Hard
920,0.0,0.0,0.0,Hard
738,0.0,0.0,0.0,Hard
642,0.0,0.0,0.0,Hard
878,0.4166666666666667,0.9734848484848484,1.0,Medium
782,0.2500000000000001,0.8409090909090909,1.0,Hard
909,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
699,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
969,0.0,0.0,0.0,Hard
943,0.5833333333333334,0.9987373737373736,1.0,Medium
722,0.0,0.0,0.0,Hard
936,0.0,0.0,0.0,Hard
907,0.0,0.0,0.0,Hard
659,0.0,0.0,0.0,Hard
859,0.0,0.0,0.0,Hard
